x,y,z,g,
27,1,200600,1,
88,1,200670,4,
239,3,200800,5,
100,1,200800,7,
42,4,200800,3,
216,3,200830,5,
319,2,200900,5,
125,1,200900,4,
201,2,201000,5,
127,1,201000,4,
119,6,201000,3,
355,1,201060,8,
122,1,201100,7,
268,2,201200,5,
259,1,201200,8,
236,1,201200,8,
62,2,201200,3,
53,2,201230,3,
67,3,201300,3,
21,2,201300,3,
53,2,201360,3,
238,1,201400,8,
73,3,201400,3,
60,5,201420,3,
84,3,201520,3,
71,1,201600,7,
22,1,201600,1,
32,3,201630,3,
286,2,201759,5,
146,2,201800,5,
20,1,201800,1,
146,2,201800,5,
177,2,201800,5,
71,1,201800,4,
91,2,201813,3,
190,2,201870,5,
64,3,201880,3,
97,2,201900,3,
70,4,201900,3,
185,4,201900,5,
34,3,202078,3,
112,2,202100,3,
353,3,202100,5,
232,2,202300,5,
267,1,202300,8,
60,1,202400,1,
280,2,202400,5,
29,1,202400,1,
134,3,202470,5,
246,1,202490,8,
321,2,202500,5,
23,6,202520,6,
285,2,202600,5,
7,4,202600,3,
66,2,202700,3,
21,2,202700,3,
18,2,202700,3,
183,1,202700,8,
36,2,202800,3,
68,3,202800,3,
262,1,202800,8,
81,3,203000,3,
4,3,203000,3,
223,3,203100,5,
287,1,203100,8,
119,2,203100,3,
186,2,203110,5,
115,2,203200,3,
139,2,203300,5,
188,3,203400,5,
73,4,203800,3,
220,4,203800,5,
5,3,203830,3,
182,3,203900,5,
67,1,204000,1,
19,2,204060,3,
3,5,204130,6,
104,2,204200,3,
11,4,204340,3,
35,4,204400,3,
83,2,204420,3,
59,2,204480,3,
127,4,204500,3,
340,1,204500,8,
271,1,204690,8,
27,3,204700,3,
84,4,204700,3,
261,2,204720,5,
304,1,204800,8,
43,2,204900,3,
183,1,205000,8,
156,2,205080,5,
15,2,205100,3,
355,1,205100,8,
319,4,205100,5,
281,1,205300,8,
155,3,205330,5,
80,2,205400,3,
183,2,205400,5,
357,1,205450,8,
28,2,205500,3,
128,2,205500,3,
119,1,205800,7,
183,3,205900,5,
274,2,205935,5,
68,2,205960,3,
42,1,206000,1,
5,1,206000,1,
173,2,206000,5,
42,2,206100,3,
118,2,206100,3,
8,1,206200,1,
260,1,206200,8,
60,1,206200,1,
21,2,206200,3,
210,1,206400,8,
327,2,206400,5,
75,2,206550,3,
119,5,206680,3,
339,1,206700,8,
111,2,206700,3,
110,2,206700,3,
58,3,206720,3,
83,4,206720,3,
62,2,206740,3,
190,2,206800,5,
77,2,206800,3,
38,2,206800,3,
62,1,206860,1,
351,1,207000,8,
205,2,207000,5,
168,1,207100,8,
161,3,207100,5,
50,1,207100,1,
90,2,207120,3,
242,2,207120,5,
207,2,207130,5,
104,2,207132,3,
248,3,207200,5,
72,5,207200,3,
68,1,207200,1,
5,3,207240,3,
182,2,207260,5,
180,2,207300,5,
297,2,207320,5,
40,2,207400,3,
47,5,207500,3,
191,1,207600,8,
59,2,207640,3,
110,2,207717,3,
89,2,208000,3,
107,1,208200,4,
183,1,208200,8,
170,2,208220,5,
35,3,208400,3,
1,7,208400,6,
182,2,208570,5,
105,2,208600,3,
42,4,208620,3,
251,2,208650,5,
53,3,208700,3,
171,1,208800,8,
92,2,208900,3,
17,2,209080,3,
117,2,209200,3,
8,2,209200,3,
134,2,209300,5,
54,5,209350,3,
220,1,209400,8,
28,2,209460,3,
259,2,209600,5,
105,2,209600,3,
360,1,209600,8,
33,3,209700,3,
309,2,209800,5,
221,2,209800,5,
250,1,209800,8,
85,3,210000,3,
211,2,210000,5,
287,4,210000,5,
108,2,210030,3,
46,2,210100,3,
86,2,210100,3,
2,3,210100,3,
218,2,210100,5,
108,1,210200,7,
108,1,210200,7,
179,2,210200,5,
64,1,210200,1,
204,3,210210,5,
71,3,210300,3,
282,2,210320,5,
83,2,210400,3,
18,4,210420,3,
5,6,210460,6,
12,5,210460,6,
25,4,210500,3,
33,2,210500,3,
353,1,210600,8,
183,2,210600,5,
356,2,210620,5,
97,2,210700,3,
98,1,210700,4,
19,4,210760,3,
125,1,210800,4,
144,2,210810,5,
0,3,210900,3,
49,2,210900,3,
181,2,210900,5,
274,2,210900,5,
54,2,210960,3,
322,2,211000,5,
177,2,211000,5,
150,2,211050,5,
115,2,211100,3,
212,4,211200,5,
119,2,211200,3,
247,1,211200,8,
42,3,211264,3,
174,1,211300,8,
90,3,211400,3,
73,2,211400,3,
30,3,211410,3,
342,2,211452,5,
344,1,211500,8,
88,2,211600,3,
22,2,211600,3,
191,1,211800,8,
36,2,211800,3,
47,1,211800,1,
154,3,211896,5,
20,4,212000,3,
1,5,212060,6,
99,2,212100,3,
91,3,212100,3,
24,4,212200,3,
39,2,212220,3,
56,2,212300,3,
362,1,212400,8,
352,1,212400,8,
349,1,212450,8,
33,3,212500,3,
106,3,212500,3,
84,3,212500,3,
237,2,212510,5,
98,3,212600,3,
13,2,212630,3,
11,3,212700,3,
348,1,212800,8,
147,2,212800,5,
208,1,212800,8,
231,1,212800,8,
55,3,212900,3,
155,2,212900,5,
86,3,213000,3,
3,2,213000,3,
64,2,213090,3,
85,2,213100,3,
30,2,213300,3,
158,2,213360,5,
253,2,213420,5,
33,3,213510,3,
73,2,213600,3,
42,3,213740,3,
8,2,213800,3,
238,2,213900,5,
238,1,214000,8,
103,3,214000,3,
53,2,214000,3,
39,2,214160,3,
70,2,214200,3,
222,1,214200,8,
116,2,214310,3,
83,2,214400,3,
111,2,214500,3,
48,4,214574,3,
148,3,214600,5,
252,1,214600,8,
126,2,214800,3,
76,1,214896,7,
209,2,214920,5,
235,1,215000,8,
272,2,215000,5,
165,2,215000,5,
330,2,215000,5,
161,3,215100,5,
253,1,215100,8,
62,1,215200,1,
124,3,215200,3,
12,3,215300,3,
92,2,215350,3,
315,2,215380,5,
352,1,215590,8,
147,2,215700,5,
131,2,215740,5,
161,3,215800,5,
183,1,215800,8,
113,3,215820,3,
16,3,215840,3,
62,4,215850,3,
203,1,215900,8,
15,3,216020,3,
77,3,216070,3,
163,3,216200,5,
35,3,216200,3,
85,4,216200,3,
266,2,216200,5,
18,4,216500,3,
2,4,216600,3,
56,2,216600,3,
151,3,216700,5,
21,2,216700,3,
253,3,216780,5,
127,6,216800,3,
5,3,216940,3,
239,1,217000,8,
175,3,217000,5,
86,1,217000,4,
71,1,217000,4,
39,3,217200,3,
69,2,217200,3,
126,2,217200,3,
42,1,217300,1,
23,3,217400,3,
9,2,217400,3,
181,3,217400,5,
63,4,217528,3,
19,3,217550,3,
45,2,217600,3,
215,1,217600,8,
52,3,217700,3,
202,2,217800,5,
46,2,217900,3,
48,12,218000,3,
259,1,218000,8,
160,2,218000,5,
82,2,218100,3,
153,2,218100,5,
272,2,218100,5,
6,3,218100,3,
285,4,218300,5,
80,2,218300,3,
253,2,218300,5,
18,3,218316,3,
115,1,218400,7,
121,2,218600,3,
286,1,218600,8,
122,2,218600,3,
49,4,218600,3,
61,2,218644,3,
185,1,218800,8,
91,1,218800,7,
161,3,218900,5,
133,2,218940,5,
235,2,219000,5,
157,2,219000,5,
101,1,219000,4,
0,2,219080,3,
88,3,219200,3,
49,4,219300,3,
124,2,219400,3,
239,2,219400,5,
132,7,219401,5,
101,2,219500,3,
177,2,219500,5,
270,1,219600,8,
204,1,219600,8,
96,4,219600,3,
20,4,219620,3,
235,2,219700,5,
43,3,219760,3,
198,2,219800,5,
58,5,219800,3,
6,3,219840,3,
32,4,219900,3,
110,3,219900,3,
264,3,219900,5,
116,1,220000,7,
7,3,220100,3,
95,3,220110,3,
337,1,220120,8,
112,3,220132,3,
362,1,220140,8,
193,3,220200,5,
104,2,220200,3,
89,1,220200,7,
83,4,220260,3,
6,3,220300,3,
239,3,220300,5,
68,3,220400,3,
245,1,220400,8,
183,3,220600,5,
319,1,220600,8,
24,1,220600,1,
57,3,220642,3,
210,3,220700,5,
202,1,220800,8,
27,3,220800,3,
119,2,220800,3,
112,2,220837,3,
49,2,220860,3,
118,1,220900,4,
118,1,220900,4,
15,1,221100,1,
12,2,221140,3,
75,3,221150,3,
73,2,221200,3,
7,3,221210,3,
34,2,221300,3,
80,2,221500,3,
183,1,221500,8,
123,2,221600,3,
307,2,221600,5,
280,3,221800,5,
36,4,221900,3,
295,1,221900,8,
53,3,221922,3,
157,2,222020,5,
289,2,222040,5,
76,3,222040,3,
69,2,222100,3,
252,2,222100,5,
242,1,222100,8,
65,2,222200,3,
106,1,222200,7,
29,1,222300,1,
119,3,222330,3,
258,1,222500,8,
291,2,222600,5,
239,2,222640,5,
67,2,222660,3,
55,2,222700,3,
197,4,222800,5,
0,3,222800,3,
177,1,222800,8,
0,4,222900,3,
8,4,222940,3,
14,3,223000,3,
260,2,223000,5,
111,3,223000,3,
239,1,223000,8,
183,2,223300,5,
210,2,223300,5,
348,2,223300,5,
97,3,223400,3,
166,3,223400,5,
34,2,223500,3,
8,6,223680,6,
202,2,223740,5,
49,3,223750,3,
76,2,223900,3,
96,2,223900,3,
122,2,224000,3,
61,3,224300,3,
76,1,224400,7,
82,4,224400,3,
19,3,224580,3,
165,2,224600,5,
126,4,224720,3,
194,1,224800,8,
34,5,224800,3,
106,1,224800,4,
112,2,225070,3,
41,3,225100,3,
23,2,225140,3,
73,4,225200,3,
70,2,225210,3,
215,1,225400,8,
107,2,225402,3,
35,5,225500,3,
170,1,225500,8,
8,4,225600,3,
246,1,225600,8,
69,3,225700,3,
197,4,225700,5,
46,3,225770,3,
285,1,225800,8,
124,1,225800,7,
97,3,225800,3,
201,4,225830,5,
52,4,225870,3,
158,3,225880,5,
92,3,225890,3,
353,2,225900,5,
55,2,225930,3,
127,1,226080,4,
168,2,226100,5,
104,5,226100,3,
82,3,226140,3,
39,1,226240,1,
112,3,226360,3,
36,2,226400,3,
182,1,226430,8,
100,1,226500,4,
1,4,226600,3,
185,1,226600,8,
316,3,226760,5,
133,2,226800,5,
64,5,226800,3,
250,1,227000,8,
19,2,227000,3,
237,3,227100,5,
256,3,227240,5,
175,2,227300,5,
309,1,227300,8,
38,3,227370,3,
113,3,227400,3,
251,2,227500,5,
212,1,227500,8,
260,2,227510,5,
276,1,227600,8,
96,1,227700,7,
99,2,227800,3,
119,1,227800,7,
179,4,227820,5,
155,2,228000,5,
141,3,228000,5,
182,1,228000,8,
48,2,228200,3,
243,1,228200,8,
155,1,228200,8,
129,1,228200,8,
99,3,228300,3,
210,1,228400,8,
22,3,228740,3,
98,4,228760,3,
104,2,228820,3,
217,4,228840,5,
9,3,228900,3,
203,2,228900,5,
97,4,229000,3,
14,3,229000,3,
106,2,229020,3,
41,2,229080,3,
29,3,229200,3,
20,3,229200,3,
91,2,229220,3,
281,1,229300,8,
272,2,229320,5,
13,3,229420,3,
33,2,229460,3,
160,2,229500,5,
181,2,229500,5,
14,4,229540,3,
113,2,229600,3,
77,2,229800,3,
111,2,229800,3,
215,2,229800,5,
233,2,229920,5,
33,4,230000,3,
71,2,230000,3,
264,2,230100,5,
278,2,230100,5,
201,1,230200,8,
217,3,230200,5,
115,1,230200,4,
183,3,230201,5,
8,4,230410,3,
100,3,230440,3,
103,3,230578,3,
42,3,230600,3,
184,2,230600,5,
6,4,230700,3,
28,4,230720,3,
103,1,230800,7,
225,1,230800,8,
230,2,230840,5,
192,2,230900,5,
133,3,230930,5,
174,2,231000,5,
64,6,231000,3,
218,3,231000,5,
112,4,231060,3,
116,2,231100,3,
287,3,231100,5,
165,2,231100,5,
35,2,231200,3,
72,2,231200,3,
36,3,231270,3,
114,2,231400,3,
74,3,231400,3,
40,2,231500,3,
205,3,231580,5,
341,2,231600,5,
233,1,231600,8,
42,1,231600,1,
28,3,231620,3,
173,3,231769,5,
93,2,231800,3,
123,3,231830,3,
51,3,231940,3,
9,1,232000,1,
56,2,232041,3,
116,2,232160,3,
274,2,232200,5,
41,1,232220,1,
19,3,232240,3,
52,6,232300,3,
267,1,232400,8,
0,1,232400,1,
87,3,232500,3,
8,2,232600,3,
107,3,232610,3,
97,2,232700,3,
76,2,232800,3,
232,1,232800,8,
35,1,232800,1,
34,1,232800,1,
276,2,232900,5,
116,5,232900,3,
360,1,232900,8,
117,2,233000,3,
156,2,233090,5,
16,10,233090,6,
281,2,233100,5,
82,2,233100,3,
33,4,233170,3,
158,1,233180,8,
173,2,233180,5,
102,2,233300,3,
89,4,233300,3,
132,2,233400,5,
312,3,233420,5,
51,3,233500,3,
39,2,233800,3,
183,2,233900,5,
41,4,233900,3,
224,1,234000,8,
34,5,234100,3,
289,1,234200,8,
74,2,234200,3,
159,2,234250,5,
113,3,234300,3,
186,1,234400,8,
363,1,234476,8,
245,1,234600,8,
212,2,234600,5,
184,3,234790,5,
47,2,234900,3,
31,2,234910,3,
181,3,234950,5,
230,1,235000,8,
214,1,235000,8,
50,3,235000,3,
78,3,235100,3,
109,1,235100,4,
34,3,235160,3,
226,1,235200,8,
309,2,235270,5,
36,3,235300,3,
48,3,235358,3,
344,2,235400,5,
41,3,235440,3,
96,3,235600,3,
49,1,235600,1,
54,1,235600,1,
2,3,235630,3,
13,2,235760,3,
147,2,235800,5,
12,2,235800,3,
35,2,235900,3,
202,2,236000,5,
99,2,236000,3,
158,2,236000,5,
151,3,236010,5,
22,4,236050,3,
296,2,236220,5,
240,1,236300,8,
27,4,236316,3,
13,3,236560,3,
6,2,236620,3,
154,3,236690,5,
6,5,236700,6,
104,2,236700,3,
6,4,236770,3,
171,1,236800,8,
234,1,237000,8,
34,5,237100,3,
7,3,237400,3,
210,2,237570,5,
15,3,237600,3,
48,2,237630,3,
28,3,237710,3,
356,2,237900,5,
211,1,238000,8,
53,3,238100,3,
206,1,238200,8,
213,1,238200,8,
236,1,238300,8,
250,2,238400,5,
61,3,238400,3,
44,3,238500,3,
40,5,238540,3,
60,2,238700,3,
195,2,238700,5,
126,3,238800,3,
53,4,238930,3,
49,4,238930,3,
130,2,238950,5,
16,3,239100,3,
141,4,239140,5,
204,2,239200,5,
201,2,239300,5,
124,1,239300,4,
97,2,239400,3,
198,2,239400,5,
113,3,239424,3,
201,3,239510,5,
6,5,239720,6,
182,2,239850,5,
185,2,239880,5,
113,3,240150,3,
22,2,240200,3,
120,4,240400,3,
23,2,240400,3,
126,1,240700,7,
286,2,240780,5,
77,3,240800,3,
60,2,240800,3,
75,2,240800,3,
38,2,240800,3,
47,3,240820,3,
78,3,240900,3,
120,3,240900,3,
160,2,240900,5,
228,2,240900,5,
27,7,240900,3,
149,2,240920,5,
291,3,241000,5,
193,3,241040,5,
8,4,241200,3,
70,4,241280,3,
90,2,241330,3,
22,3,241340,3,
155,2,241340,5,
216,1,241380,8,
8,3,241500,3,
215,2,241600,5,
100,3,241700,3,
122,5,241900,3,
64,2,241990,3,
47,3,242030,3,
24,2,242200,3,
71,4,242292,3,
104,1,242300,4,
282,2,242400,5,
231,2,242400,5,
259,3,242400,5,
4,2,242410,3,
15,6,242430,6,
116,5,242600,3,
112,2,242600,3,
70,4,242700,3,
41,4,242700,3,
56,3,242740,3,
89,4,242850,3,
34,3,243000,3,
182,3,243200,5,
129,4,243360,3,
235,1,243400,8,
7,4,243500,3,
126,1,243600,7,
191,1,243600,5,
252,3,243700,5,
230,3,243730,5,
202,4,244000,5,
147,2,244020,5,
203,2,244100,5,
116,3,244200,3,
92,3,244300,3,
174,2,244400,5,
58,2,244600,3,
152,2,244700,5,
82,3,244730,3,
108,10,244900,3,
91,2,245000,3,
202,2,245000,5,
90,2,245100,3,
91,2,245120,3,
22,3,245187,3,
107,2,245200,3,
234,2,245200,5,
41,2,245240,3,
39,2,245400,3,
7,2,245400,3,
140,2,245440,5,
3,2,245500,3,
86,2,245500,3,
110,2,245600,3,
28,4,245690,3,
215,2,245700,5,
152,2,245900,5,
50,3,245940,3,
222,2,246000,5,
294,2,246180,5,
28,3,246200,3,
197,3,246240,5,
143,2,246258,5,
36,2,246300,3,
231,2,246300,5,
118,4,246340,3,
54,4,246376,3,
56,2,246400,3,
244,2,246400,5,
62,4,246400,3,
203,3,246500,5,
21,5,246540,6,
97,2,246600,3,
3,2,246670,3,
100,2,246870,3,
128,4,246940,3,
232,1,246940,8,
281,1,247000,8,
124,3,247000,3,
2,2,247000,3,
70,4,247040,3,
31,4,247180,3,
132,2,247300,5,
45,4,247300,3,
103,4,247300,3,
126,2,247300,3,
156,3,247300,5,
86,3,247530,3,
26,2,247600,3,
228,2,247600,5,
95,5,247700,3,
53,5,247710,3,
62,2,247720,3,
236,1,247800,8,
217,3,247800,5,
79,1,247900,4,
177,2,248100,5,
43,4,248250,3,
8,3,248300,3,
202,3,248400,5,
97,2,248400,3,
239,3,248400,5,
76,3,248400,3,
103,3,248400,3,
82,4,248401,3,
64,4,248480,3,
76,3,248550,3,
251,1,248600,8,
55,3,248700,3,
56,3,248700,3,
39,2,248820,3,
201,4,248900,5,
75,3,249000,3,
176,4,249000,5,
119,2,249200,3,
111,3,249400,3,
110,2,249400,3,
6,3,249450,3,
280,2,249500,5,
334,2,249600,5,
199,2,249660,5,
342,2,249750,5,
253,2,249800,5,
82,2,249800,3,
315,2,249900,5,
17,5,250170,6,
22,4,250400,3,
28,3,250470,3,
72,3,250520,3,
7,3,250700,3,
84,3,250730,3,
62,2,250800,3,
102,2,250900,3,
149,3,251000,5,
56,3,251340,3,
265,3,251400,5,
30,2,251480,3,
294,3,251500,5,
266,3,251520,5,
58,2,251540,3,
28,3,251600,3,
35,3,251800,3,
0,5,251800,3,
87,2,251800,3,
119,3,251800,3,
35,2,252100,3,
116,3,252200,3,
97,3,252210,3,
312,2,252260,5,
23,4,252300,3,
52,5,252400,3,
15,2,252400,3,
27,4,252410,3,
124,3,252440,3,
8,3,252500,3,
22,3,252500,3,
32,3,252520,3,
1,5,252540,6,
255,8,252600,5,
3,2,252600,3,
111,1,252760,4,
202,5,252800,5,
200,3,252900,5,
117,2,252900,3,
56,3,252910,3,
154,2,252980,5,
178,1,253000,8,
125,2,253000,3,
25,1,253000,1,
42,2,253000,3,
30,3,253000,3,
235,2,253020,5,
111,2,253200,3,
46,4,253220,3,
100,2,253400,3,
54,2,253400,3,
94,2,253400,3,
0,5,253520,6,
8,3,253570,3,
239,2,253700,5,
70,2,253700,3,
221,2,253800,5,
21,5,253820,3,
36,4,253840,3,
47,2,254000,3,
15,3,254000,3,
213,4,254000,5,
78,2,254080,3,
69,3,254170,3,
224,1,254300,8,
350,2,254300,5,
146,2,254400,5,
235,3,254490,5,
222,3,254580,5,
169,3,254600,5,
237,1,254670,8,
5,3,254690,3,
28,5,254700,3,
3,3,254770,3,
184,3,254800,5,
30,2,254800,3,
11,4,254800,3,
69,2,254800,3,
211,2,254830,5,
80,2,254870,3,
41,5,254900,3,
3,2,254900,3,
130,2,254900,5,
329,3,254930,5,
82,2,254944,3,
112,1,255000,7,
98,2,255000,3,
66,1,255100,1,
84,7,255100,3,
70,4,255100,3,
68,3,255100,3,
229,1,255100,8,
22,3,255180,3,
215,1,255290,8,
3,3,255370,3,
244,3,255700,5,
62,4,255800,3,
42,2,255870,3,
126,2,256000,3,
68,3,256000,3,
19,3,256100,3,
231,2,256140,5,
41,3,256250,3,
49,2,256300,3,
20,1,256400,1,
27,2,256500,3,
217,2,256590,5,
124,3,256590,3,
120,1,256800,7,
253,1,256800,8,
125,5,256800,3,
257,3,256820,5,
15,3,256870,3,
75,2,256900,3,
113,3,257000,3,
1,3,257000,3,
59,3,257060,3,
175,1,257100,8,
167,1,257100,8,
335,5,257140,5,
168,2,257200,5,
23,2,257200,3,
76,2,257263,3,
202,2,257300,5,
79,2,257400,3,
67,3,257460,3,
42,9,257540,3,
1,4,257600,3,
134,4,257600,5,
27,4,257602,3,
216,3,257850,5,
146,1,257870,8,
216,2,257900,5,
86,1,258000,4,
264,1,258100,8,
28,1,258100,1,
21,3,258240,3,
71,3,258300,3,
286,1,258400,8,
187,4,258400,5,
67,4,258430,3,
310,2,258600,5,
72,3,258620,3,
208,2,258800,5,
39,12,258860,3,
35,6,258900,3,
27,3,258917,3,
34,7,258920,3,
61,2,259100,3,
178,1,259100,8,
296,2,259150,5,
222,3,259160,5,
19,2,259200,3,
44,4,259200,3,
33,2,259220,3,
153,6,259400,5,
182,2,259660,5,
256,2,259800,5,
169,1,260050,8,
285,2,260100,5,
82,2,260100,3,
253,1,260200,8,
147,2,260300,5,
222,2,260360,5,
98,2,260400,3,
89,4,260440,3,
96,2,260600,3,
188,2,260600,5,
17,3,260640,6,
159,3,260700,5,
51,2,260720,3,
41,3,260800,3,
46,3,260910,3,
308,2,261000,5,
94,2,261000,3,
31,5,261040,3,
2,3,261160,3,
104,3,261260,3,
35,1,261400,1,
172,3,261400,5,
282,1,261400,8,
117,1,261400,3,
78,4,261490,3,
272,3,261500,5,
327,3,261500,5,
107,2,261600,3,
127,1,261635,3,
14,4,261650,6,
86,4,261700,3,
11,2,261700,3,
6,4,261710,6,
315,4,261730,5,
84,4,261800,3,
116,1,261800,3,
72,6,262000,3,
185,3,262000,5,
104,3,262100,3,
256,1,262120,8,
70,3,262140,3,
8,4,262180,6,
169,2,262200,5,
296,2,262200,5,
230,2,262200,5,
92,1,262300,3,
10,3,262320,6,
69,3,262400,3,
238,2,262400,5,
183,2,262492,5,
26,1,262600,1,
83,3,262600,3,
8,3,262600,6,
270,3,262700,5,
11,1,262700,3,
21,2,262780,3,
54,3,262820,3,
191,2,262900,5,
106,3,262900,3,
95,3,263090,3,
55,3,263100,3,
112,4,263220,3,
251,3,263300,5,
52,3,263320,3,
221,3,263400,5,
82,3,263470,3,
1,4,263476,6,
162,2,263500,5,
11,3,263570,3,
21,2,263600,3,
3,3,263630,6,
50,4,263700,3,
83,3,263770,3,
120,3,263800,3,
11,3,263810,6,
98,3,263923,3,
189,2,263960,5,
67,4,263970,3,
344,2,264100,5,
151,3,264100,5,
96,3,264200,3,
66,2,264200,3,
34,2,264210,3,
257,4,264300,5,
104,1,264400,8,
8,3,264420,6,
5,6,264500,6,
130,3,264580,5,
110,5,264690,3,
23,2,264700,3,
104,4,264750,3,
231,1,264795,8,
86,4,264800,3,
117,3,264900,3,
183,3,264910,5,
47,3,264920,3,
296,1,265000,8,
218,2,265000,5,
175,3,265000,5,
6,5,265080,6,
127,3,265200,3,
21,1,265200,3,
266,3,265200,5,
147,1,265500,8,
53,2,265700,3,
183,4,265800,5,
6,3,265800,6,
74,3,265821,3,
341,1,265900,8,
129,3,266020,3,
239,3,266100,5,
258,4,266200,5,
131,1,266200,8,
357,1,266211,8,
15,5,266240,6,
250,3,266400,5,
5,2,266400,3,
25,4,266500,6,
116,2,266600,3,
62,3,266900,3,
1,3,266900,6,
217,3,267100,5,
162,3,267110,5,
162,2,267200,5,
5,3,267260,6,
183,4,267290,5,
110,2,267300,3,
280,2,267342,5,
186,3,267380,5,
46,3,267390,3,
20,3,267560,6,
75,1,267600,3,
68,3,267630,3,
128,2,267700,3,
50,5,267800,3,
83,3,267800,3,
65,2,267820,3,
223,3,267900,5,
278,2,267900,5,
6,3,267920,6,
28,3,267960,3,
126,2,268180,3,
336,3,268300,5,
29,4,268320,3,
73,5,268400,3,
63,3,268500,3,
73,1,268600,8,
236,1,268800,8,
94,1,268800,3,
185,3,268970,5,
7,2,269000,3,
124,3,269000,3,
11,5,269100,6,
141,1,269200,8,
230,2,269200,5,
6,4,269280,6,
49,2,269400,3,
109,2,269500,3,
21,3,269600,6,
118,3,269700,3,
272,1,269940,8,
342,1,270000,8,
182,5,270100,5,
194,4,270110,5,
14,3,270200,6,
60,3,270200,3,
48,3,270400,3,
173,4,270470,5,
285,2,270480,5,
61,4,270510,3,
41,2,270600,3,
32,7,270680,6,
126,3,270700,3,
131,4,270700,5,
256,2,270700,5,
40,4,270740,3,
217,2,270800,5,
62,3,270840,3,
112,2,270900,3,
127,1,271200,3,
6,3,271200,6,
4,2,271200,3,
40,2,271300,3,
40,1,271340,1,
113,3,271400,3,
1,4,271400,6,
64,2,271400,3,
27,3,271420,3,
229,2,271430,5,
8,6,271484,6,
57,4,271490,3,
279,4,271600,5,
42,3,271740,3,
201,2,271800,5,
247,2,271800,5,
247,2,271900,5,
89,3,271900,3,
155,2,272040,5,
145,3,272090,5,
18,3,272090,6,
58,3,272150,3,
192,1,272200,8,
66,3,272240,3,
1,5,272300,6,
132,3,272330,5,
63,4,272390,3,
25,2,272400,3,
68,2,272440,3,
62,3,272480,3,
61,4,272540,3,
14,2,272600,3,
55,1,272600,1,
116,2,272600,3,
185,2,272650,5,
54,2,272700,3,
15,4,272720,6,
11,3,272740,6,
78,4,272750,3,
219,2,272800,5,
260,2,272800,5,
36,5,272800,3,
127,1,272800,3,
69,4,272900,3,
156,3,272930,5,
69,5,273000,3,
236,4,273000,5,
216,1,273040,8,
153,3,273100,5,
1,7,273100,6,
92,2,273200,3,
96,4,273220,3,
238,2,273360,5,
135,2,273400,5,
264,2,273400,5,
197,3,273400,5,
8,2,273400,3,
8,2,273420,3,
232,1,273500,8,
115,2,273600,3,
344,1,273700,8,
55,3,273900,3,
176,1,274000,8,
199,2,274000,5,
124,3,274040,3,
49,8,274100,6,
25,3,274200,6,
255,2,274300,5,
0,4,274460,6,
64,2,274500,3,
90,3,274500,3,
54,3,274660,3,
65,3,274700,3,
31,2,274800,3,
85,4,274800,3,
222,1,274800,8,
225,2,274900,5,
121,1,274900,8,
57,3,274900,3,
39,3,274900,3,
63,2,274900,3,
55,4,274900,3,
85,3,275000,3,
70,5,275000,3,
8,3,275200,6,
234,2,275200,5,
0,4,275200,6,
20,2,275200,3,
174,2,275220,5,
43,1,275280,1,
23,6,275390,6,
10,3,275390,6,
299,1,275610,8,
293,3,275700,5,
73,3,275740,3,
68,4,275800,3,
193,4,276010,5,
225,1,276080,8,
64,3,276240,3,
134,2,276300,5,
132,1,276340,8,
92,4,276350,3,
156,1,276500,8,
27,5,276500,6,
114,2,276560,3,
266,1,276600,8,
112,6,276700,3,
211,4,276700,5,
250,3,276810,5,
51,5,276922,3,
0,3,277000,6,
207,2,277000,5,
54,2,277100,3,
72,4,277100,3,
40,5,277100,6,
211,3,277290,5,
5,2,277300,3,
11,5,277300,6,
148,1,277400,8,
104,4,277440,3,
343,2,277600,5,
76,1,277700,8,
34,4,277720,3,
27,5,277740,3,
90,3,278100,3,
147,2,278100,5,
47,1,278200,3,
72,1,278200,3,
60,5,278270,3,
117,3,278290,3,
49,3,278300,3,
96,2,278320,3,
274,2,278400,5,
113,2,278400,3,
37,3,278453,3,
121,2,278490,3,
175,3,278500,5,
294,1,278500,8,
109,4,278620,3,
58,3,278700,3,
58,3,278760,3,
240,3,279000,5,
281,2,279040,5,
100,1,279100,8,
52,3,279100,3,
108,1,279200,3,
232,2,279300,5,
15,3,279600,6,
93,2,279700,3,
104,2,279700,3,
11,1,279900,1,
340,1,280000,8,
26,2,280070,3,
184,2,280100,5,
176,2,280100,5,
134,2,280350,5,
308,1,280700,8,
82,6,280720,3,
345,2,280900,5,
53,3,281040,3,
129,4,281105,5,
40,3,281200,3,
244,1,281400,8,
191,2,281400,5,
84,2,281400,3,
102,4,281470,3,
111,3,281570,3,
110,2,281600,3,
129,5,281600,3,
162,2,281700,5,
183,1,281700,8,
217,3,281800,5,
80,1,281800,8,
89,2,281800,3,
230,1,281930,8,
36,3,281980,3,
5,3,282100,6,
218,2,282100,5,
41,5,282134,3,
61,3,282140,3,
363,1,282200,8,
110,3,282220,3,
83,3,282260,3,
159,2,282400,5,
176,1,282500,8,
110,3,282600,3,
178,2,282620,5,
51,1,282700,1,
35,3,282700,3,
50,3,282800,3,
7,3,282850,6,
251,2,282900,5,
39,6,283200,6,
258,3,283400,5,
85,2,283500,3,
115,2,284000,3,
67,2,284160,3,
8,6,284400,6,
83,5,284490,3,
119,3,284500,3,
211,2,284540,5,
131,6,284660,5,
